seed,particles_per_source,source_count,condition,run_directory,target,target_source_id,method,lambda_fit_frame,parent_source_ids,lambda,lambda_fit_rmse,initial_candidate_rmse,reference_terminal_rmse,cross_frame_rmse,generation_terminal_rmse,direct_relative_distance,generated_relative_distance,direct_point_distance,generated_point_distance,direct_set_rmse,generated_set_rmse,efs_direct_ratio,nearest_parent_relative_distance,nearest_parent_point_distance,nearest_parent_rmse,efs_parent_ratio,direct_aligned_rmse,generated_aligned_rmse,direct_relation_rmse,generated_relation_rmse,terminal_gap,max_replay_residual,generated_nearest_memory_rmse,memory_distance_ratio
46,6,512,seed46_p06,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed46_p06\runs\001_20260720T205330_611824Z_seed46,0,49,shared_d1,d1,434;493;357;17,0.422907997;0.000000000;0.268111419;0.308980584,3.821752338e-01,3.821752338e-01,7.078557862e-01,7.078557862e-01,7.093912298e-01,4.818038878e-01,5.708877561e-01,nan,nan,3.821752338e-01,4.543787061e-01,1.184896533e+00,6.917538145e-01,nan,5.391421104e-01,8.252759062e-01,3.821752338e-01,4.543787061e-01,5.540654507e-01,7.925658786e-01,7.093912298e-01,9.352881031e-06,4.485675844e-01,8.320025013e-01
46,6,512,seed46_p06,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed46_p06\runs\001_20260720T205330_611824Z_seed46,0,49,shared_du,du,434;493;357;17,0.205701942;0.308585385;0.136964423;0.348748250,6.647706721e-01,4.275013850e-01,6.647706721e-01,4.275013850e-01,6.661146465e-01,5.383774332e-01,5.727305184e-01,nan,nan,4.275013850e-01,4.560632159e-01,1.063808553e+00,6.917538145e-01,nan,5.391421104e-01,8.279398051e-01,4.275013850e-01,4.560632159e-01,6.177115669e-01,8.265455414e-01,6.661146465e-01,1.191646401e-05,4.124995351e-01,7.651035362e-01
46,6,512,seed46_p06,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed46_p06\runs\001_20260720T205330_611824Z_seed46,0,49,per_particle_d1,d1,434;493;357;17,0.362221920;0.263269825;0.208545546;0.165962709|0.952357806;0.000000000;0.000000000;0.047642194|0.000000000;0.071363519;0.928636481;0.000000000|0.048883258;0.000000000;0.000000000;0.951116742|0.000000000;0.000000000;0.234947765;0.765052235|0.335590735;0.000000000;0.000000000;0.664409265,2.676632636e-01,2.676632636e-01,6.041502643e-01,6.041502643e-01,6.021485957e-01,3.337927022e-01,3.762576978e-01,nan,nan,2.676632636e-01,3.046996505e-01,1.127219665e+00,6.917538145e-01,nan,5.391421104e-01,5.439185008e-01,2.676632636e-01,3.046996505e-01,3.269406882e-01,4.649178531e-01,6.021485957e-01,1.166509570e-05,5.020973967e-01,9.312895191e-01
46,6,512,seed46_p06,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed46_p06\runs\001_20260720T205330_611824Z_seed46,0,49,per_particle_du,du,434;493;357;17,0.000000000;0.462713847;0.357804282;0.179481871|0.622456706;0.000000000;0.000000000;0.377543294|0.000000000;0.084455286;0.915544714;0.000000000|0.412681808;0.000000000;0.294539173;0.292779019|0.608262012;0.000000000;0.053886098;0.337851890|0.000000000;0.103181005;0.000000000;0.896818995,4.995936478e-01,3.665480669e-01,4.995936478e-01,3.665480669e-01,5.034015939e-01,4.590686618e-01,5.631735901e-01,nan,nan,3.665480669e-01,4.490592794e-01,1.226774200e+00,6.917538145e-01,nan,5.391421104e-01,8.141243001e-01,3.665480669e-01,4.510371190e-01,5.926989297e-01,7.988695665e-01,5.034015939e-01,1.326824220e-05,4.923026572e-01,9.131222506e-01
46,7,512,seed46_p07,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed46_p07\runs\001_20260720T222733_967862Z_seed46,0,49,shared_d1,d1,67;362;43;270,0.163696334;0.317701494;0.191610471;0.326991701,3.798525341e-01,3.798525341e-01,6.681690577e-01,6.681690577e-01,6.674291805e-01,4.193934749e-01,5.495874415e-01,nan,nan,3.798525341e-01,4.992349716e-01,1.310433935e+00,5.800311905e-01,nan,5.237585057e-01,9.475136001e-01,3.798525341e-01,4.992349716e-01,5.483374894e-01,6.199423504e-01,6.674291805e-01,1.186686900e-05,4.032360658e-01,7.698892932e-01
46,7,512,seed46_p07,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed46_p07\runs\001_20260720T222733_967862Z_seed46,0,49,shared_du,du,67;362;43;270,0.185666431;0.175969506;0.232126446;0.406237617,6.537144565e-01,3.885446057e-01,6.537144565e-01,3.885446057e-01,6.530137943e-01,4.281318932e-01,4.815413924e-01,nan,nan,3.885446057e-01,4.367037981e-01,1.124750106e+00,5.800311905e-01,nan,5.237585057e-01,8.301991346e-01,3.885446057e-01,4.367037981e-01,5.435252091e-01,6.114383388e-01,6.530137943e-01,1.186686900e-05,3.692840524e-01,7.050654993e-01
46,7,512,seed46_p07,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed46_p07\runs\001_20260720T222733_967862Z_seed46,0,49,per_particle_d1,d1,67;362;43;270,0.430648275;0.043915014;0.000000000;0.525436711|0.000000000;0.504353623;0.036516500;0.459129877|0.141186191;0.000000000;0.000000000;0.858813809|0.732902310;0.000000000;0.267097690;0.000000000|0.683265534;0.000000000;0.000000000;0.316734466|0.883039623;0.116960377;0.000000000;0.000000000|0.439714081;0.405970891;0.000000000;0.154315029,3.164202397e-01,3.164202397e-01,5.976965126e-01,5.976965126e-01,5.967241424e-01,3.499763363e-01,4.491874481e-01,nan,nan,3.164202397e-01,4.083932380e-01,1.283479486e+00,5.800311905e-01,nan,5.237585057e-01,7.744194717e-01,3.164202397e-01,4.083932380e-01,5.045842824e-01,5.907736107e-01,5.967241424e-01,1.255138018e-05,3.579507890e-01,6.834271618e-01
46,7,512,seed46_p07,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed46_p07\runs\001_20260720T222733_967862Z_seed46,0,49,per_particle_du,du,67;362;43;270,0.689534720;0.080693422;0.000000000;0.229771858|0.000000000;0.528300313;0.116203634;0.355496053|0.000000000;0.000000000;0.149726457;0.850273543|0.621522749;0.000000000;0.351183668;0.027293582|0.000000000;0.000000000;0.239077383;0.760922617|0.000000000;0.653917208;0.346082792;0.000000000|0.302885753;0.537482953;0.000000000;0.159631294,4.358757780e-01,3.606168397e-01,4.358757780e-01,3.606168397e-01,4.347914277e-01,3.993163974e-01,4.698338680e-01,nan,nan,3.606168397e-01,4.258685543e-01,1.176595479e+00,5.800311905e-01,nan,5.237585057e-01,8.100148332e-01,3.606168397e-01,4.258685543e-01,4.185667483e-01,5.628777753e-01,4.347914277e-01,1.115535567e-05,4.081338864e-01,7.792405888e-01
46,8,512,seed46_p08,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed46_p08\runs\001_20260720T222734_546175Z_seed46,0,49,shared_d1,d1,504;151;94;210,0.331333753;0.101073698;0.335953820;0.231638729,2.835235280e-01,2.835235280e-01,5.583324161e-01,5.583324161e-01,5.565972686e-01,3.844398051e-01,5.673322881e-01,nan,nan,2.835235280e-01,4.227179286e-01,1.475737633e+00,6.181044372e-01,nan,4.669917312e-01,9.178583004e-01,2.835235280e-01,4.227179286e-01,2.261904106e-01,1.775777323e-01,5.565972686e-01,1.302950609e-05,3.668273848e-01,7.855115204e-01
46,8,512,seed46_p08,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed46_p08\runs\001_20260720T222734_546175Z_seed46,0,49,shared_du,du,504;151;94;210,0.155906396;0.012973408;0.402016275;0.429103920,5.236131817e-01,3.108313950e-01,5.236131817e-01,3.108313950e-01,5.228776284e-01,4.186762706e-01,4.223853575e-01,nan,nan,3.108313950e-01,3.154485906e-01,1.008859081e+00,6.181044372e-01,nan,4.669917312e-01,6.833559705e-01,3.108313950e-01,3.154485906e-01,2.829549344e-01,2.478492296e-01,5.228776284e-01,1.358728609e-05,4.547959776e-01,9.738844335e-01
46,8,512,seed46_p08,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed46_p08\runs\001_20260720T222734_546175Z_seed46,0,49,per_particle_d1,d1,504;151;94;210,0.188038796;0.000000000;0.033800717;0.778160487|0.000000000;0.000000000;0.414614828;0.585385172|0.314167609;0.078181879;0.145462002;0.462188511|0.000000000;0.000000000;0.359518468;0.640481532|0.541434595;0.196450448;0.212058823;0.050056134|0.823211938;0.000000000;0.027473969;0.149314093|0.512632913;0.085117782;0.333113996;0.069135310|0.000000000;0.273034819;0.687701989;0.039263192,1.763106560e-01,1.763106560e-01,4.879929302e-01,4.879929302e-01,4.847974218e-01,2.404787840e-01,3.493269524e-01,nan,nan,1.763106560e-01,2.606495484e-01,1.452631066e+00,6.181044372e-01,nan,4.669917312e-01,5.651584609e-01,1.763106560e-01,2.606495484e-01,1.421644700e-01,2.623253282e-01,4.847974218e-01,1.118795825e-05,3.991943550e-01,8.548210349e-01
46,8,512,seed46_p08,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed46_p08\runs\001_20260720T222734_546175Z_seed46,0,49,per_particle_du,du,504;151;94;210,0.201208223;0.000000000;0.000000000;0.798791777|0.000000000;0.227778608;0.000000000;0.772221392|0.329387863;0.000000000;0.000000000;0.670612137|0.376510192;0.000000000;0.528144333;0.095345474|0.080089019;0.477764428;0.337690499;0.104456053|0.753644483;0.000000000;0.000000000;0.246355517|0.000000000;0.359758208;0.365933701;0.274308091|0.000000000;0.000000000;1.000000000;0.000000000,3.772768712e-01,2.709356451e-01,3.772768712e-01,2.709356451e-01,3.740007214e-01,3.721742133e-01,3.659852795e-01,nan,nan,2.709356451e-01,2.735511815e-01,9.833708690e-01,6.181044372e-01,nan,4.669917312e-01,5.921091284e-01,2.709356451e-01,2.735511815e-01,1.546077073e-01,2.188459834e-01,3.740007214e-01,1.655662277e-05,4.400621974e-01,9.423340244e-01
46,9,512,seed46_p09,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed46_p09\runs\001_20260720T222734_326053Z_seed46,0,49,shared_d1,d1,422;409;406;40,0.382119768;0.162473882;0.211814754;0.243591596,3.891570191e-01,3.891570191e-01,6.209249283e-01,6.209249283e-01,6.202539054e-01,4.545522251e-01,4.692695799e-01,nan,nan,3.891570191e-01,4.018612822e-01,1.032377698e+00,5.715354980e-01,nan,4.945285172e-01,8.210681254e-01,3.891570191e-01,4.018612822e-01,4.238771307e-01,3.204699296e-01,6.202539054e-01,1.059003453e-05,2.944974335e-01,5.955115292e-01
46,9,512,seed46_p09,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed46_p09\runs\001_20260720T222734_326053Z_seed46,0,49,shared_du,du,422;409;406;40,0.383501454;0.180625049;0.203134110;0.232739388,6.207183104e-01,3.892370246e-01,6.207183104e-01,3.892370246e-01,6.200721596e-01,4.546082626e-01,4.620047952e-01,nan,nan,3.892370246e-01,3.954039800e-01,1.016270124e+00,5.715354980e-01,nan,4.945285172e-01,8.083571306e-01,3.892370246e-01,3.954039800e-01,4.236198235e-01,3.098483295e-01,6.200721596e-01,1.380459025e-05,3.134984909e-01,6.339341008e-01
46,9,512,seed46_p09,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed46_p09\runs\001_20260720T222734_326053Z_seed46,0,49,per_particle_d1,d1,422;409;406;40,0.823414336;0.176585664;0.000000000;0.000000000|0.000000000;0.000000000;0.789420095;0.210579905|0.034860328;0.937670684;0.000000000;0.027468988|1.000000000;0.000000000;0.000000000;0.000000000|0.289963511;0.438594112;0.042983690;0.228458688|0.070953608;0.000000000;0.000000000;0.929046392|0.610735244;0.361080511;0.028184246;0.000000000|0.000000000;0.000000000;0.504078485;0.495921515|0.000000000;0.746390320;0.253609680;0.000000000,2.726294568e-01,2.726294568e-01,5.302702138e-01,5.302702138e-01,5.274345420e-01,3.180637473e-01,3.479870717e-01,nan,nan,2.726294568e-01,2.978951113e-01,1.094079645e+00,5.715354980e-01,nan,4.945285172e-01,6.088634440e-01,2.726294568e-01,2.984194607e-01,2.065727270e-01,1.808639184e-01,5.274345420e-01,9.025617453e-06,3.830114280e-01,7.744981628e-01
46,9,512,seed46_p09,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed46_p09\runs\001_20260720T222734_326053Z_seed46,0,49,per_particle_du,du,422;409;406;40,1.000000000;0.000000000;0.000000000;0.000000000|0.000000000;0.039747756;0.685600965;0.274651279|0.257510175;0.541252590;0.000000000;0.201237235|0.868105827;0.131894173;0.000000000;0.000000000|0.000000000;0.044390546;0.393385365;0.562224089|0.271957175;0.000000000;0.396245114;0.331797711|0.693773590;0.306226410;0.000000000;0.000000000|0.108006229;0.000000000;0.816675950;0.075317821|0.000000000;0.661196056;0.338803944;0.000000000,4.599624339e-01,3.365352885e-01,4.599624339e-01,3.365352885e-01,4.585264201e-01,3.921936827e-01,4.037290885e-01,nan,nan,3.365352885e-01,3.461974446e-01,1.029412523e+00,5.715354980e-01,nan,4.945285172e-01,7.063937234e-01,3.365352885e-01,3.461974446e-01,3.636099320e-01,2.881232277e-01,4.585264201e-01,1.175748894e-05,3.284942804e-01,6.642575080e-01
46,10,512,seed46_p10,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed46_p10\runs\001_20260720T222733_820529Z_seed46,0,49,shared_d1,d1,183;319;52;482,0.370806174;0.307015054;0.142033739;0.180145032,4.360420917e-01,4.360420917e-01,6.555486537e-01,6.555486537e-01,6.548412942e-01,4.197481027e-01,5.219176859e-01,nan,nan,4.360420917e-01,5.385399525e-01,1.243406897e+00,5.749435354e-01,nan,5.923530327e-01,9.077720746e-01,4.360420917e-01,5.385399525e-01,8.886211036e-01,9.258556012e-01,6.548412942e-01,1.371212321e-05,3.492932347e-01,5.896707123e-01
46,10,512,seed46_p10,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed46_p10\runs\001_20260720T222733_820529Z_seed46,0,49,shared_du,du,183;319;52;482,0.284123842;0.085579997;0.315983592;0.314312568,6.193227095e-01,4.553920394e-01,6.193227095e-01,4.553920394e-01,6.188109703e-01,4.410600854e-01,4.916391627e-01,nan,nan,4.553920394e-01,5.072312796e-01,1.114676161e+00,5.749435354e-01,nan,5.923530327e-01,8.551086019e-01,4.553920394e-01,5.072312796e-01,8.422555197e-01,7.622198534e-01,6.188109703e-01,1.310770160e-05,3.684068298e-01,6.219379483e-01
46,10,512,seed46_p10,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed46_p10\runs\001_20260720T222733_820529Z_seed46,0,49,per_particle_d1,d1,183;319;52;482,0.329213567;0.140790263;0.207745830;0.322250340|0.000000000;0.881832623;0.118167377;0.000000000|0.187299314;0.508144558;0.000000000;0.304556127|0.562482916;0.086560411;0.000000000;0.350956673|0.607336678;0.023167454;0.369495868;0.000000000|0.000000000;0.192438516;0.029248717;0.778312767|0.424910987;0.000000000;0.029988991;0.545100022|0.000000000;0.000000000;0.980760954;0.019239046|0.640197310;0.359802690;0.000000000;0.000000000|0.438417532;0.000000000;0.561582468;0.000000000,3.361981929e-01,3.361981929e-01,5.049257159e-01,5.049257159e-01,5.036275971e-01,3.229151416e-01,3.987518042e-01,nan,nan,3.361981929e-01,4.124340823e-01,1.234850129e+00,5.749435354e-01,nan,5.923530327e-01,6.935495048e-01,3.361981929e-01,4.124340823e-01,6.540402163e-01,7.017780142e-01,5.036275971e-01,1.215257637e-05,4.169886411e-01,7.039529100e-01
46,10,512,seed46_p10,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed46_p10\runs\001_20260720T222733_820529Z_seed46,0,49,per_particle_du,du,183;319;52;482,0.618034312;0.000000000;0.241338821;0.140626867|0.000000000;0.654475707;0.345524293;0.000000000|0.137561015;0.862438985;0.000000000;0.000000000|0.605477593;0.121834252;0.000000000;0.272688156|0.750495220;0.249504780;0.000000000;0.000000000|0.000000000;0.293715798;0.000000000;0.706284202|0.080300255;0.243686704;0.085577655;0.590435387|0.000000000;0.000000000;0.862608735;0.137391265|0.316097610;0.611184873;0.072717517;0.000000000|0.353830778;0.000000000;0.646169222;0.000000000,4.328735683e-01,3.803590398e-01,4.328735683e-01,3.803590398e-01,4.314776911e-01,3.681247458e-01,4.421192371e-01,nan,nan,3.803590398e-01,4.571027461e-01,1.201003850e+00,5.749435354e-01,nan,5.923530327e-01,7.689785342e-01,3.803590398e-01,4.571027461e-01,6.523895578e-01,7.782714060e-01,4.314776911e-01,1.082690709e-05,3.743400199e-01,6.319542557e-01
47,1,512,seed47_p01,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed47_p01\runs\001_20260720T222734_114798Z_seed47,0,66,shared_d1,d1,441;119;443;311,0.521675268;0.397273318;0.081051414;0.000000000,7.364616214e-02,7.364616214e-02,3.875458339e-01,3.875458339e-01,3.552292851e-01,7.407312424e-02,1.307841730e-01,1.423665378e-01,2.513636369e-01,7.364616214e-02,1.303061648e-01,1.765608975e+00,1.312596855e-01,2.522775590e-01,1.307745118e-01,9.963773151e-01,7.364616214e-02,1.303061648e-01,0.000000000e+00,0.000000000e+00,3.552292851e-01,1.715992409e-05,6.544724459e-04,5.004587184e-03
47,1,512,seed47_p01,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed47_p01\runs\001_20260720T222734_114798Z_seed47,0,66,shared_du,du,441;119;443;311,0.416651475;0.021382326;0.561966199;0.000000000,3.553768870e-01,1.183035211e-01,3.553768870e-01,1.183035211e-01,2.843517124e-01,1.194525142e-01,1.829564315e-01,2.295844957e-01,3.516373041e-01,1.183035211e-01,1.829513623e-01,1.531624786e+00,1.312596855e-01,2.522775590e-01,1.307745118e-01,1.393850906e+00,1.183035211e-01,1.829513623e-01,0.000000000e+00,0.000000000e+00,2.843517124e-01,1.684993949e-05,9.454876768e-04,7.229907905e-03
47,1,512,seed47_p01,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed47_p01\runs\001_20260720T222734_114798Z_seed47,0,66,per_particle_d1,d1,441;119;443;311,0.521675268;0.397273318;0.081051414;0.000000000,7.364616214e-02,7.364616214e-02,3.875458339e-01,3.875458339e-01,3.552292851e-01,7.407312424e-02,1.307841730e-01,1.423665378e-01,2.513636369e-01,7.364616214e-02,1.303061648e-01,1.765608975e+00,1.312596855e-01,2.522775590e-01,1.307745118e-01,9.963773151e-01,7.364616214e-02,1.303061648e-01,0.000000000e+00,0.000000000e+00,3.552292851e-01,1.715992409e-05,6.544724459e-04,5.004587184e-03
47,1,512,seed47_p01,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed47_p01\runs\001_20260720T222734_114798Z_seed47,0,66,per_particle_du,du,441;119;443;311,0.416651475;0.021382326;0.561966199;0.000000000,3.553768870e-01,1.183035211e-01,3.553768870e-01,1.183035211e-01,2.843517124e-01,1.194525142e-01,1.829564315e-01,2.295844957e-01,3.516373041e-01,1.183035211e-01,1.829513623e-01,1.531624786e+00,1.312596855e-01,2.522775590e-01,1.307745118e-01,1.393850906e+00,1.183035211e-01,1.829513623e-01,0.000000000e+00,0.000000000e+00,2.843517124e-01,1.684993949e-05,9.454876768e-04,7.229907905e-03
47,2,512,seed47_p02,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed47_p02\runs\001_20260720T222735_095121Z_seed47,0,66,shared_d1,d1,41;205;285;369,0.811810157;0.188189843;0.000000000;0.000000000,2.254599588e-01,2.254599588e-01,4.202250436e-01,4.202250436e-01,4.062745711e-01,2.339316563e-01,2.388854903e-01,nan,nan,2.254599588e-01,2.308535104e-01,1.021176416e+00,2.393743744e-01,nan,2.313442315e-01,9.979576592e-01,2.254599588e-01,2.308535104e-01,1.358389308e-01,6.888095799e-02,4.062745711e-01,7.697249888e-06,1.085327855e-03,4.691397958e-03
47,2,512,seed47_p02,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed47_p02\runs\001_20260720T222735_095121Z_seed47,0,66,shared_du,du,41;205;285;369,0.881040421;0.118959579;0.000000000;0.000000000,4.177173447e-01,2.262652245e-01,4.177173447e-01,2.262652245e-01,4.011086340e-01,2.343753406e-01,2.388854903e-01,nan,nan,2.262652245e-01,2.308535104e-01,1.019243278e+00,2.393743744e-01,nan,2.313442315e-01,9.979576592e-01,2.262652245e-01,2.308535104e-01,1.103904272e-01,6.888095799e-02,4.011086340e-01,7.745687243e-06,1.085327855e-03,4.691397958e-03
47,2,512,seed47_p02,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed47_p02\runs\001_20260720T222735_095121Z_seed47,0,66,per_particle_d1,d1,41;205;285;369,0.908768903;0.091231097;0.000000000;0.000000000|0.419598752;0.580401248;0.000000000;0.000000000,2.189591138e-01,2.189591138e-01,3.902268073e-01,3.902268073e-01,3.817547356e-01,2.260569269e-01,2.332015260e-01,nan,nan,2.189591138e-01,2.251793108e-01,1.031605309e+00,2.393743744e-01,nan,2.313442315e-01,9.742125764e-01,2.189591138e-01,2.251793108e-01,1.973020874e-02,1.796993425e-01,3.817547356e-01,7.755714024e-06,1.223045308e-01,5.286690315e-01
47,2,512,seed47_p02,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed47_p02\runs\001_20260720T222735_095121Z_seed47,0,66,per_particle_du,du,41;205;285;369,0.984467190;0.000000000;0.000000000;0.015532810|0.454020686;0.545979314;0.000000000;0.000000000,3.846055161e-01,2.201918293e-01,3.846055161e-01,2.201918293e-01,3.756429726e-01,2.268445350e-01,2.332015260e-01,nan,nan,2.201918293e-01,2.251793108e-01,1.028023558e+00,2.393743744e-01,nan,2.313442315e-01,9.742125764e-01,2.201918293e-01,2.251793108e-01,5.762145470e-02,1.796993425e-01,3.756429726e-01,7.445799754e-06,1.223045308e-01,5.286690315e-01
47,3,512,seed47_p03,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed47_p03\runs\001_20260720T222734_798184Z_seed47,0,66,shared_d1,d1,103;148;75;150,0.293918007;0.431146549;0.000000000;0.274935444,2.136297337e-01,2.136297337e-01,6.019536730e-01,6.019536730e-01,6.020972426e-01,3.835580630e-01,4.406088687e-01,nan,nan,2.136297337e-01,2.466829852e-01,1.148740989e+00,5.911598078e-01,nan,3.239060313e-01,7.453295419e-01,2.136297337e-01,2.466829852e-01,3.728597914e-01,2.277669841e-01,6.020972426e-01,7.686973235e-06,2.165020792e-01,6.684101506e-01
47,3,512,seed47_p03,E:\Desktop\AnewOmni\4.5hypothesis\experiments\10_lambda_frame_particle_sweep\results\002_20260720T200720_834951Z_seed45-46-47\conditions\seed47_p03\runs\001_20260720T222734_798184Z_seed47,0,66,shared_du,du,103;148;75;150,0.316980809;0.538549465;0.144469727;0.000000000,5.763954489e-01,2.468376638e-01,5.763954489e-01,2.468376638e-01,5.764641189e-01,4.499790210e-01,4.880594475e-01,nan,nan,2.468376638e-01,2.681252175e-01,1.084627115e+00,5.911598078e-01,nan,3.239060313e-01,8.255964649e-01,2.468376638e-01,2.681252175e-01,3.922031494e-01,1.882456256e-01,5.764641189e-01,6.390925340e-06,2.066083098e-01,6.378649665e-01
